,title,name,url,lat,long,artist,description,artist_state,address,img_link,id,Sentence,ArtState
219,Ice Light," ""City Hall""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=511&Neighbourhood=&Ownership=&Program=,-123.11398600000001,49.260791,['Gunda Förster'],"At the edges of the buidling white LED light lines are installed. Every hour a visual spectacle takes place—as it is well-known of historic City Halls: Over a period of 1 minute the white lines are set in motion so that they appear like a water fall of light. Afterwards calm is restored: The frozen light lines accentuate the horizontal, downwelling character of the building. The work refers to Vancouvers' special characteristic: a modern industrial city surrounded by wild and pristine nature.","My pieces are about concerns which play an important role in everyday life as well as in art, in painting, sculpture, architecture: space—movement—time—light. My pieces are not about that what we see, not about that what appears in front of our eyes but about that what is behind them, about that what presupposes seeing. My pieces in the urban environment, in a building or in the outer space do not exist without contact to their surroundings. They exist in a social and local context. This context is defined by the architectural surrounding, the architectural idea and the social situation: the co-operation of different historic, functional, organizational, visual, acoustic, tactile, communicative moments.

The conditions of perception, orientation, movement and communication determine my thoughts about the situation and the development of an idea for the special place. So, my pieces refer to the place and the context, explore existing rooms, architecture, places, situations with different medias and react to the specific parameters of the surroundings:  the place—the situation—the function. On the other hand everyday moments and social connections play a role. I am interested in the specific site that the work exists in. My intention has been to change the nature of the public space. This space altered by my input, becomes the art. 

Light is my most preferred media I deal with because of its special quality. Light is a basic element. Without light there is no life. Besides, light is a very changeable element: Actually light—daylight and artificial light—exists in endlessly different versions. And light is a very ephemeral element; that's why I like it. I am very interested in all these special qualities.",453 West 12th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/511.jpg,pid_186,at the edges of the buidling white led light lines are installed every hour a visual spectacle takes place as it is well known of historic city halls over a period of minute the white lines are set in motion so that they appear like a water fall of light afterwards calm is restored the frozen light lines accentuate the horizontal downwelling character of the building the work refers to vancouvers special characteristic a modern industrial city surrounded by wild and pristine nature,my pieces are about concerns which play an important role in everyday life as well as in art in painting sculpture architecture space movement time light my pieces are not about that what we see not about that what appears in front of our eyes but about that what is behind them about that what presupposes seeing my pieces in the urban environment in a building or in the outer space do not exist without contact to their surroundings they exist in a social and local context this context is defined by the architectural surrounding the architectural idea and the social situation the co operation of different historic functional organizational visual acoustic tactile communicative moments the conditions of perception orientation movement and communication determine my thoughts about the situation and the development of an idea for the special place so my pieces refer to the place and the context explore existing rooms architecture places situations with different medias and react to the specific parameters of the surroundings the place the situation the function on the other hand everyday moments and social connections play a role i am interested in the specific site that the work exists in my intention has been to change the nature of the public space this space altered by my input becomes the art light is my most preferred media i deal with because of its special quality light is a basic element without light there is no life besides light is a very changeable element actually light daylight and artificial light exists in endlessly different versions and light is a very ephemeral element that s why i like it i am very interested in all these special qualities
220,Russian Hall Mural," ""Russian Hall""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=623&Neighbourhood=&Ownership=&Program=,-123.08464579286002,49.278934899999996,['Richard Tetrault'],"This mural covers three walls of the building, a painted area of about 5000 square feet.",,600 Campbell Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/623.jpg,pid_187,this mural covers three walls of the building a painted area of about square feet,
222,Geyser for Hillcrest Park," ""Hillcrest Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=591&Neighbourhood=&Ownership=&Program=,-123.107076,49.245084000000006,"['Vanessa Kwan', '', '', '', 'Erica Stocking']","There have long been rumours of underground water at the Hillcrest site, but Hillcrest Geyser arises from other hidden sources and pressures – the infrastructure of the new “green” water recycling system in the building. This public artwork is inspired by Old Faithful and other natural water spouts arising from geological pressures under the earth’s surface. 

A natural geyser is a spectacle that brings attention to what is going on below the surface of things. As a public monument, Geyser for Hillcrest Park replicates this sense of wonder and acts as a spontaneous reminder of underlying forces at work on the site. It is a civic “natural wonder” that makes the green initiatives of the building apparent for all to see. It is not a fountain that operates with a recycling pump. The Geyser acts according to the rhythms and needs of the community, as evidenced by the levels and flow of water through the site. The geyser spray is around 15 feet in height. The duration of the spray is determined by the amount of water needed to fill the tank. The run-off from the Geyser is connected to the grey water cistern in the Hillcrest facility. This cistern is used for all the building’s non-potable water needs, including flushing toilets and irrigation throughout the park grounds. The cistern is fed by collected rainwater from the roof and some grey water from underground sources. However, when the water in the cistern is low, it draws on the city’s drinkable water supply. This is where the Geyser comes in. It is incorporated into this water “loop"" so that clean potable water needed to top up the cistern will first be propelled out through the Geyser and then flow back to the cistern as grey water.","Because its eruptions are unpredictable and seemingly random, the artists believe the geyser will cultivate a sense of wonderment and play, attaining a reputation less like that of a civic monument and more like a mysterious element of the natural world.",,https://app.vancouver.ca/publicart_net/Img/jpg/591.jpg,pid_188,there have long been rumours of underground water at the hillcrest site but hillcrest geyser arises from other hidden sources and pressures the infrastructure of the new green water recycling system in the building this public artwork is inspired by old faithful and other natural water spouts arising from geological pressures under the earth s surface a natural geyser is a spectacle that brings attention to what is going on below the surface of things as a public monument geyser for hillcrest park replicates this sense of wonder and acts as a spontaneous reminder of underlying forces at work on the site it is a civic natural wonder that makes the green initiatives of the building apparent for all to see it is not a fountain that operates with a recycling pump the geyser acts according to the rhythms and needs of the community as evidenced by the levels and flow of water through the site the geyser spray is around feet in height the duration of the spray is determined by the amount of water needed to fill the tank the run off from the geyser is connected to the grey water cistern in the hillcrest facility this cistern is used for all the building s non potable water needs including flushing toilets and irrigation throughout the park grounds the cistern is fed by collected rainwater from the roof and some grey water from underground sources however when the water in the cistern is low it draws on the city s drinkable water supply this is where the geyser comes in it is incorporated into this water loop so that clean potable water needed to top up the cistern will first be propelled out through the geyser and then flow back to the cistern as grey water,because its eruptions are unpredictable and seemingly random the artists believe the geyser will cultivate a sense of wonderment and play attaining a reputation less like that of a civic monument and more like a mysterious element of the natural world
223,Cumbria 67," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=111&Neighbourhood=&Ownership=&Program=,-123.25615,49.267848,['Robert Murray'],"Cumbria is an abstract sculpture in which form, surface and colour play key roles. The simplicity of form and the sweeping angle are part of the experience of the work.","This piece was first shown in Toronto as part of Sculpture '67 and subsequently was exhibited at the Art Gallery of Ontario and Battery Park in New York City.  It was purchased by Transport Canada in 1969 for the Vancouver International Airport and was situated beside the road leading to the terminal until it was unceremoniously removed in the 1990s and put on the scrap heap. After the artist was alerted, an arrangement was made to move the piece to UBC where it was restored.", UBC Memorial Rd.,,pid_189,cumbria is an abstract sculpture in which form surface and colour play key roles the simplicity of form and the sweeping angle are part of the experience of the work,this piece was first shown in toronto as part of sculpture and subsequently was exhibited at the art gallery of ontario and battery park in new york city it was purchased by transport canada in for the vancouver international airport and was situated beside the road leading to the terminal until it was unceremoniously removed in the s and put on the scrap heap after the artist was alerted an arrangement was made to move the piece to ubc where it was restored
224,Vessel," ""Discovery Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=171&Neighbourhood=&Ownership=&Program=,-123.120043,49.285603,['Dominique Valade'],The sculpture is made of abstract geometric forms and constructed to suggest a ship. It sits on the grass outside the downtown skytrain station.,,Burrard & Dunsmuir Street,https://app.vancouver.ca/publicart_net/Img/jpg/171.jpg,pid_190,the sculpture is made of abstract geometric forms and constructed to suggest a ship it sits on the grass outside the downtown skytrain station,
225,The Jade Canoe," ""Vancouver Intl. Airport""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=181&Neighbourhood=&Ownership=&Program=,-123.177742,49.195243,['Bill Reid'],"The Jade Canoe is the second casting from the Spirit of Haida Gwai which is located at the Canadian Embassy in Washington, DC. It is a ""spirit canoe"" containing 13 figures in the Haida tradition including the Raven and other favorites of Reid's.","The sculpture at the Vancouver Airport is a recasting of the piece originally commissioned for the Canadian Embassy in Washington, DC", Richmond,https://app.vancouver.ca/publicart_net/Img/jpg/181.jpg,pid_191,the jade canoe is the second casting from the spirit of haida gwai which is located at the canadian embassy in washington dc it is a spirit canoe containing figures in the haida tradition including the raven and other favorites of reid s,the sculpture at the vancouver airport is a recasting of the piece originally commissioned for the canadian embassy in washington dc
226,Healing the Cut - Bridging the Gap," ""Victoria Drive Bridge""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=224&Neighbourhood=&Ownership=&Program=,-123.06606799999999,49.261804999999995,"['Oliver Kellhammer', '', '', '', 'Janis Bowley']","Nesting boxes, planting, and a telescope in an alcove of Victoria Dr. Bridge","The history of the piece was actually quite interventionist, in that Janis and I were atempting to promote an environmentally sound alternative to a proposed freeway (now cancelled) which was to have gone through the Grandview Cut. The City had originally planned a vertical concrete wall at the site to accomodate future freeway construction and ""healing the Cut - Bridging the Gap"" was designed to prevent that from hapenning. Golden Willow, Cottonwood, Black Locust, and Butterfly Bush were planted to stabilize erosion which started after the bridge and the condominium unit on top of the ravine were constructed. The nesting birds would bring in the seeds of other plants in their droppings. Eventually the Engineering Dept. was won over by our ecological approach.", over Grandview Cut between Broadway and 10th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/224.jpg,pid_192,nesting boxes planting and a telescope in an alcove of victoria dr bridge,the history of the piece was actually quite interventionist in that janis and i were atempting to promote an environmentally sound alternative to a proposed freeway now cancelled which was to have gone through the grandview cut the city had originally planned a vertical concrete wall at the site to accomodate future freeway construction and healing the cut bridging the gap was designed to prevent that from hapenning golden willow cottonwood black locust and butterfly bush were planted to stabilize erosion which started after the bridge and the condominium unit on top of the ravine were constructed the nesting birds would bring in the seeds of other plants in their droppings eventually the engineering dept was won over by our ecological approach
227,Mainly for the Birds," ""Simon Fraser Elementary School""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=379&Neighbourhood=&Ownership=&Program=,-123.108576,49.257301,['Pat Beaton'],"This project involved many ""bird-friendly"" education activities and resulted in a mural of painted wood panels with images of wild birds that inhabit the city in this area.","The Mainly for the Birds project celebrates the presence of the birds in the neighbourhood. Part of the project included studying the local birds, doing bird counts, and creating plantings and bird houses to increase the bird supportive habitat along the busy corridor from Broadway to 37th Avenue, including Main Street and four blocks on either side. About 20 trees and two planters were added  to the school ground, with more planned, in an effort to create a ""bird-friendly corridor.""", 100 West 15th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/379.jpg,pid_193,this project involved many bird friendly education activities and resulted in a mural of painted wood panels with images of wild birds that inhabit the city in this area,the mainly for the birds project celebrates the presence of the birds in the neighbourhood part of the project included studying the local birds doing bird counts and creating plantings and bird houses to increase the bird supportive habitat along the busy corridor from broadway to th avenue including main street and four blocks on either side about trees and two planters were added to the school ground with more planned in an effort to create a bird friendly corridor
228,Knife Edge Two Piece," ""Queen Elizabeth Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=106&Neighbourhood=&Ownership=&Program=,-123.11338,49.241656,['Henry Moore'],The two large abstract forms are cast in bronze.,,33rd & Cambie Street,https://app.vancouver.ca/publicart_net/Img/jpg/106.jpg,pid_194,the two large abstract forms are cast in bronze,
229,Boulevard," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=509&Neighbourhood=&Ownership=&Program=,-123.12138300000001,49.275046,"['Adrian Göllner', '', '', '', 'Pierre Poussin']","Canadian artists Adrian Göllner and Pierre Poussin created three artistic lighting schemes for the Cambie Street corridor and Yaletown. Both are recognized for site-specific works that incorporate a variety of mediums and contrasting materials to animate environments. For this Vancouver installation – and their first collaboration - the duo developed decorative, playful street lighting elements to provide a sense of place for visitors.

Fireworks Boulevard is a series of LED fireworks between King Edward and 12th on Cambie Street. Rain Barrels , in Yaletown, on Mainland Street, are a series of cool blue animated LED barrels in which the lights sequence similar to a Vancouver rainfall. Flames, is a set of candle-like LED lights.","Beneath a long, dark Canadian winter, Vancouver will be a hive of activity during the 2010 Olympic Games. As a way of brightening the nights, adding to the sense of excitement and making the City visually remarkable, we developed three artistic lighting schemes for the City’s downtown core and Cambie Street.

Fireworks Boulevard, a series of sequenced LED fireworks, chases down Cambie Street, transforming it into a grand entrance boulevard to the City. Vivid and unequivocally joyful, one can imagine watching the street lighting against a sky filled with actual fireworks.

[Downtown] will be marked with a path of blue LED lights, which will feature animated rain sequences. In Yaletown, these cool-toned LED rain barrels will be complemented by a series of warm coloured flickering LED flames. The flames atop the lampposts will bring a touch of the Olympic Torch from BC Place Stadium, where it will be housed, outside to the city streets. Flickering candle-like flames will also provide a sense of warmth for the cold winter evenings and recall a time when gaslight was used to illuminate the streets of Yaletown.","Cambie, Hamilton and Mainland Streets",https://app.vancouver.ca/publicart_net/Img/jpg/509.jpg,pid_195,canadian artists adrian g llner and pierre poussin created three artistic lighting schemes for the cambie street corridor and yaletown both are recognized for site specific works that incorporate a variety of mediums and contrasting materials to animate environments for this vancouver installation and their first collaboration the duo developed decorative playful street lighting elements to provide a sense of place for visitors fireworks boulevard is a series of led fireworks between king edward and th on cambie street rain barrels in yaletown on mainland street are a series of cool blue animated led barrels in which the lights sequence similar to a vancouver rainfall flames is a set of candle like led lights,beneath a long dark canadian winter vancouver will be a hive of activity during the olympic games as a way of brightening the nights adding to the sense of excitement and making the city visually remarkable we developed three artistic lighting schemes for the city s downtown core and cambie street fireworks boulevard a series of sequenced led fireworks chases down cambie street transforming it into a grand entrance boulevard to the city vivid and unequivocally joyful one can imagine watching the street lighting against a sky filled with actual fireworks downtown will be marked with a path of blue led lights which will feature animated rain sequences in yaletown these cool toned led rain barrels will be complemented by a series of warm coloured flickering led flames the flames atop the lampposts will bring a touch of the olympic torch from bc place stadium where it will be housed outside to the city streets flickering candle like flames will also provide a sense of warmth for the cold winter evenings and recall a time when gaslight was used to illuminate the streets of yaletown
230,WECCstoration Project," ""West End Community Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=442&Neighbourhood=&Ownership=&Program=,-123.136649,49.290483,['Tiko Kerr'],Three colourful murals are painted on the concrete sides of the building. The project included new lighting and awnings.,The community-based project was meant to enliven and revitalize the front entranceway of the community centre., 870 Denman Street,https://app.vancouver.ca/publicart_net/Img/jpg/442.jpg,pid_196,three colourful murals are painted on the concrete sides of the building the project included new lighting and awnings,the community based project was meant to enliven and revitalize the front entranceway of the community centre
231,Trout Lake Pathways Project," ""John Hendry Park - Trout Lake""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=211&Neighbourhood=&Ownership=&Program=,-123.064024,49.256824,"['Glen Andersen', '', '', '', 'Corinna Dahlin', '', '', '', 'Patrick Foley']","2' circular pebble mosaics set into the grassy areas around the perimeter of Trout Lake, primarily on the lower trails. Each mosaic depicts life such as fish, salamanders, spiders and snakes. (Maps available at Trout Lake Community Centre).","The Trout Lake Pathways Project is one of several artworks that were created within a larger project titled: ""Mapping the Future of Trout Lake"". Initiated by the Trout Lake Restoration Project, the project has involved the creation of a number of artworks including the Trout Lake Pathways Project and Circle of Stone. The artworks, like the larger project, are intended to draw attention to the habitat, plantlife, streambeds, and other important aspects of Trout Lake and John Hendry Park. 
Each artwork was conceptualized and created through a collaborative process with intensive involvement of the community surrounding the Trout Lake area. Through tours, workshops, Open House events and community meetings, members of the community became involved in the conceptualization and actual creation of the artworks. 
For the Pathways Project, workshops were held over a four week period in which students and members of the community created images with naturally coloured stones. The images were then grouted and set permanently into the ground around the lake.  Van Tech students participated.
Anne Marie Slater was the coordinator and Paula Jardine was the coordinating artist for the entire Mapping the Future of Trout Lake project.", 16th & Victoria Street,https://app.vancouver.ca/publicart_net/Img/jpg/211.jpg,pid_197,circular pebble mosaics set into the grassy areas around the perimeter of trout lake primarily on the lower trails each mosaic depicts life such as fish salamanders spiders and snakes maps available at trout lake community centre,the trout lake pathways project is one of several artworks that were created within a larger project titled mapping the future of trout lake initiated by the trout lake restoration project the project has involved the creation of a number of artworks including the trout lake pathways project and circle of stone the artworks like the larger project are intended to draw attention to the habitat plantlife streambeds and other important aspects of trout lake and john hendry park each artwork was conceptualized and created through a collaborative process with intensive involvement of the community surrounding the trout lake area through tours workshops open house events and community meetings members of the community became involved in the conceptualization and actual creation of the artworks for the pathways project workshops were held over a four week period in which students and members of the community created images with naturally coloured stones the images were then grouted and set permanently into the ground around the lake van tech students participated anne marie slater was the coordinator and paula jardine was the coordinating artist for the entire mapping the future of trout lake project
232,Friuli Mosaic," ""Italian Cultural Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=651&Neighbourhood=&Ownership=&Program=,-123.050391949246,49.25693785,['Scuola Mosaicisti del Friuli'],This mosaic was originally installed in the East Wing Annex of Vancouver City Hall (4626 West 9th Avenue). It was relocated to the Italian Cultural Centre in 2015.,,3075 Slocan St,https://app.vancouver.ca/publicart_net/Img/jpg/651.jpg,pid_198,this mosaic was originally installed in the east wing annex of vancouver city hall west th avenue it was relocated to the italian cultural centre in,
234,Fulcrum of Vision," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=404&Neighbourhood=&Ownership=&Program=,-123.113126,49.277390000000004,['Mowry Baden'],"In this small ""pocket plaza"" dwarfed by the surrounding buildings, Baden has created three sculptures for plaza visitors to sit on, touch, and explore. One is a large patched aluminum cloud-like form, another resembles a vertical lily pad. Seated at each sculpture, the viewer's field of vision is confounded by the artwork which blocks or frames the views, echoing  the effect of the surrounding built environment.  One slot frames the lions at the top of the Terry Fox Memorial.","Baden makes "" sculptures that engage the physical capabilities and habits of the viewer."" This series of sculptures capitalizes ""on the viewer's physical inertia and exertion.""",858 Beatty Street,https://app.vancouver.ca/publicart_net/Img/jpg/404.jpg,pid_199,in this small pocket plaza dwarfed by the surrounding buildings baden has created three sculptures for plaza visitors to sit on touch and explore one is a large patched aluminum cloud like form another resembles a vertical lily pad seated at each sculpture the viewer s field of vision is confounded by the artwork which blocks or frames the views echoing the effect of the surrounding built environment one slot frames the lions at the top of the terry fox memorial,baden makes sculptures that engage the physical capabilities and habits of the viewer this series of sculptures capitalizes on the viewer s physical inertia and exertion
236,Spirits in a Landscape," ""BC Gas Building""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=323&Neighbourhood=&Ownership=&Program=,-123.12350500000001,49.286143,['Abraham Anghik Ruben'],"Commissioned by BC Gas, this bronze sculpture on the corner represents the natural world ""as a reflection of our own human pursuits and activities.""",, 1111 West Georgia Street,https://app.vancouver.ca/publicart_net/Img/jpg/323.jpg,pid_200,commissioned by bc gas this bronze sculpture on the corner represents the natural world as a reflection of our own human pursuits and activities,
237,GRANtable," ""Mae and Lorne Brown Park (or SEGS Park)""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=281&Neighbourhood=&Ownership=&Program=,-123.13205900000001,49.275211999999996,"['Bill Pechet', '', '', '', 'Stephanie Robb']","A giant, 66' long concrete table with two chairs at the ends and two side benches, the piece sits on the grass at the bottom of a stairway. It is surrounded by a formal plantings. Table top is textured with playing board squares.","""Taking its cue from the grand rooms of neoclassical architecture, GRANtable completes the axis of the existing grand stair by terminating the procession in a grand outdoor dining room.  The project can be viewed as urban infrastructure when occupied, or as a sculpture when empty."" - project statement by the artists",Beach Avenue between Hornby & Howe Street,https://app.vancouver.ca/publicart_net/Img/jpg/281.jpg,pid_201,a giant long concrete table with two chairs at the ends and two side benches the piece sits on the grass at the bottom of a stairway it is surrounded by a formal plantings table top is textured with playing board squares,taking its cue from the grand rooms of neoclassical architecture grantable completes the axis of the existing grand stair by terminating the procession in a grand outdoor dining room the project can be viewed as urban infrastructure when occupied or as a sculpture when empty project statement by the artists
238,"Themis, Goddess of Justice"," ""Law Courts""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=137&Neighbourhood=&Ownership=&Program=,-123.124017,49.280592,['Jack Harman'],"The Goddess of Justice represents justice in the mythical character of Diana, a woman of noble baring in a flowing gown  holding up the scales of justice. Though Diana traditionally held a sword in her other hand, the artist, who was against capital punishment, replaced the sword with a scroll.  The sculpture is cast in bronze using the lost-wax method.",," 800 Smithe Street, 4th floor",https://app.vancouver.ca/publicart_net/Img/jpg/137.jpg,pid_202,the goddess of justice represents justice in the mythical character of diana a woman of noble baring in a flowing gown holding up the scales of justice though diana traditionally held a sword in her other hand the artist who was against capital punishment replaced the sword with a scroll the sculpture is cast in bronze using the lost wax method,
239,Working Landscape," ""walkway""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=210&Neighbourhood=&Ownership=&Program=,-123.115356,49.286884,['Daniel Laskarin'],"Four circular platforms are set in the park throughway beside the Vancouver Club. Each platform has a park bench and a living indigenous tree in a round steel planter on it. The platforms are made of wood and rotate at subtle speeds based on the work week: 1 hour,  8 hours and 40 hours. The fourth platform represents the 20-minute coffee break.","""The project....addresses the social dynamics of the plaza as a well-used site of rest, reflection, and passage …[The piece intends] to create a public space that is not fixed and static, but that changes through time. The 3 platforms rotate at various speeds recalling the traditional presence of clocks on public squares."" ""The platform surfaces are of heavy wooden planking; the planters of steel - materials reminiscent of the industrial buildings once such an important part of this area ...  By contrast, the trees...include species indigenous to BC, Europe, and Asia, reflecting the diverse backgrounds that constitute our social present."" -Artist's statement", 901 West Hastings Street,https://app.vancouver.ca/publicart_net/Img/jpg/210.jpg,pid_203,four circular platforms are set in the park throughway beside the vancouver club each platform has a park bench and a living indigenous tree in a round steel planter on it the platforms are made of wood and rotate at subtle speeds based on the work week hour hours and hours the fourth platform represents the minute coffee break,the project addresses the social dynamics of the plaza as a well used site of rest reflection and passage the piece intends to create a public space that is not fixed and static but that changes through time the platforms rotate at various speeds recalling the traditional presence of clocks on public squares the platform surfaces are of heavy wooden planking the planters of steel materials reminiscent of the industrial buildings once such an important part of this area by contrast the trees include species indigenous to bc europe and asia reflecting the diverse backgrounds that constitute our social present artist s statement
240,The Fathomless Richness of the Seabed," ""Guiness Tower""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=55&Neighbourhood=&Ownership=&Program=,-123.118204,49.287592,['Jordi Bonet'],The ceramic wall relief in blues and golds is meant to be an abstract reflection of the bottom of the sea.,"The artist was asked to create a mural that would echo the relationship between the building and its environment. The mural is "" an abstract work of art and as such bears no representative relation to the world as seen through the eyes. Yet, when looked at through the mind's eye the textures, reliefs, colours suddenly acquire a pattern, a purpose, a life of their own. Bonet turned to the bottom of the sea for his inspiration.""", 1055 West  Hastings Street,https://app.vancouver.ca/publicart_net/Img/jpg/055.jpg,pid_204,the ceramic wall relief in blues and golds is meant to be an abstract reflection of the bottom of the sea,the artist was asked to create a mural that would echo the relationship between the building and its environment the mural is an abstract work of art and as such bears no representative relation to the world as seen through the eyes yet when looked at through the mind s eye the textures reliefs colours suddenly acquire a pattern a purpose a life of their own bonet turned to the bottom of the sea for his inspiration
243,Constellation Lanterns," ""Slocan Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=433&Neighbourhood=&Ownership=&Program=,-123.04663500000001,49.244207,['January Wolodarsky'],"Four large steel ""story lanterns"" fixed to the lampposts the walkway for a safer and more attractive route. The Community Constellation Lanterns recreate an ordinary functional street lamp into an object of special pride for the neighbourhood. The Constellations are large angular tapered steel covers fixed to the light standard poles, fitted with interior lights, and painted dark bronze on the outside with a bright warm vermillion color on the inside. The aspirations of the community are warmly radiated onto the pathway through stencil patterns designed by people of the neighbourhood, laser cut into the steel, and revealing the light-colored interior. These stories in light exude a warm cosy glow, enveloping  and welcoming people crossing the park on their way to and from 29th Avenue Skytrain Station. At night, from a distance, the poles twinkle like the stars of the galaxy. Each pole reflects the elemental, seasonal and environmental themes of the mosaiced oval Islands below.","The Community Constellation Lanterns were created as a part of the Slocan Park Revitalization Project for the Renfrew Collingwood Arts Pow Wow’s “Creating Home” and “Community Development Through Cultural Expression” Projects. The park landscape plan was part of a community development project in which hundreds of community members were involved in redesigning Slocan Park over a period of three years. The first installation of the community’s vision was the Duchess Walkway and involved community members and park goers in all stages of the design and implementation. The Duchess Walkway includes a series of pebble mosaics (created by community members with local artist, Jennifer Norquist) and the Guardian Spirit (a totem pole carved with local carver, Jerry Sheena and youth from the neighbourhood who learned to carve from this experience). The Constellation Lanterns were the final stage of the Duchess Walkway and are made with cut out designs by local community members and artists.",Slocan Park and 29th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/433.jpg,pid_205,four large steel story lanterns fixed to the lampposts the walkway for a safer and more attractive route the community constellation lanterns recreate an ordinary functional street lamp into an object of special pride for the neighbourhood the constellations are large angular tapered steel covers fixed to the light standard poles fitted with interior lights and painted dark bronze on the outside with a bright warm vermillion color on the inside the aspirations of the community are warmly radiated onto the pathway through stencil patterns designed by people of the neighbourhood laser cut into the steel and revealing the light colored interior these stories in light exude a warm cosy glow enveloping and welcoming people crossing the park on their way to and from th avenue skytrain station at night from a distance the poles twinkle like the stars of the galaxy each pole reflects the elemental seasonal and environmental themes of the mosaiced oval islands below,the community constellation lanterns were created as a part of the slocan park revitalization project for the renfrew collingwood arts pow wow s creating home and community development through cultural expression projects the park landscape plan was part of a community development project in which hundreds of community members were involved in redesigning slocan park over a period of three years the first installation of the community s vision was the duchess walkway and involved community members and park goers in all stages of the design and implementation the duchess walkway includes a series of pebble mosaics created by community members with local artist jennifer norquist and the guardian spirit a totem pole carved with local carver jerry sheena and youth from the neighbourhood who learned to carve from this experience the constellation lanterns were the final stage of the duchess walkway and are made with cut out designs by local community members and artists
244,Untitled," ""Vancouver Vocational Institute""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=74&Neighbourhood=&Ownership=&Program=,-123.110708,49.281711,['Bruno Bobak'],"A concrete mural inset into the building above the main doors, the piece is made up of tiles with silhouettes of sea creatures and plant life.","""These natural forms are all part of the West Coast artist's source of material and also part of the layman's environment. The design is in two recessed levels, each three quarters of an inch deep. I drew each level on paper which was pasted on three-quarter inch plywood and cut out with a band saw. They were then assembled into forms. The forms were greased well and concrete was poured into them; the forms were then removed and each concrete piece put into place with iron and mortar.""", 250 West Pender Street,,pid_206,a concrete mural inset into the building above the main doors the piece is made up of tiles with silhouettes of sea creatures and plant life,these natural forms are all part of the west coast artist s source of material and also part of the layman s environment the design is in two recessed levels each three quarters of an inch deep i drew each level on paper which was pasted on three quarter inch plywood and cut out with a band saw they were then assembled into forms the forms were greased well and concrete was poured into them the forms were then removed and each concrete piece put into place with iron and mortar
245,Untitled (Postal Station D)," ""Postal Station D""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=154&Neighbourhood=&Ownership=&Program=,-123.14318600000001,49.264775,['George A. Norris'],"The artist created a concrete frieze of an abstract design, 95' long x 5' high.",,2300 Pine Street,https://app.vancouver.ca/publicart_net/Img/jpg/154.jpg,pid_207,the artist created a concrete frieze of an abstract design long x high,
