title,name,url,lat,long,artist,description,artist_state,address,img_link 
Cumbria 67," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=111&Neighbourhood=&Ownership=&Program=, -123.25615,49.267848,['Robert Murray'],"Cumbria is an abstract sculpture in which form, surface and colour play key roles. The simplicity of form and the sweeping angle are part of the experience of the work.","This piece was first shown in Toronto as part of Sculpture '67 and subsequently was exhibited at the Art Gallery of Ontario and Battery Park in New York City.  It was purchased by Transport Canada in 1969 for the Vancouver International Airport and was situated beside the road leading to the terminal until it was unceremoniously removed in the 1990s and put on the scrap heap. After the artist was alerted, an arrangement was made to move the piece to UBC where it was restored.", UBC Memorial Rd.,
Vessel," ""Discovery Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=171&Neighbourhood=&Ownership=&Program=, -123.120043,49.285603,['Dominique Valade'],The sculpture is made of abstract geometric forms and constructed to suggest a ship. It sits on the grass outside the downtown skytrain station.,,Burrard & Dunsmuir Street,https://app.vancouver.ca/publicart_net/Img/jpg/171.jpg
The Jade Canoe," ""Vancouver Intl. Airport""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=181&Neighbourhood=&Ownership=&Program=, -123.177742,49.195243,['Bill Reid'],"The Jade Canoe is the second casting from the Spirit of Haida Gwai which is located at the Canadian Embassy in Washington, DC. It is a ""spirit canoe"" containing 13 figures in the Haida tradition including the Raven and other favorites of Reid's.","The sculpture at the Vancouver Airport is a recasting of the piece originally commissioned for the Canadian Embassy in Washington, DC", Richmond,https://app.vancouver.ca/publicart_net/Img/jpg/181.jpg
Healing the Cut - Bridging the Gap," ""Victoria Drive Bridge""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=224&Neighbourhood=&Ownership=&Program=, -123.066068,49.261805,"['Oliver Kellhammer', '', '', '', 'Janis Bowley']","Nesting boxes, planting, and a telescope in an alcove of Victoria Dr. Bridge","The history of the piece was actually quite interventionist, in that Janis and I were atempting to promote an environmentally sound alternative to a proposed freeway (now cancelled) which was to have gone through the Grandview Cut. The City had originally planned a vertical concrete wall at the site to accomodate future freeway construction and ""healing the Cut - Bridging the Gap"" was designed to prevent that from hapenning. Golden Willow, Cottonwood, Black Locust, and Butterfly Bush were planted to stabilize erosion which started after the bridge and the condominium unit on top of the ravine were constructed. The nesting birds would bring in the seeds of other plants in their droppings. Eventually the Engineering Dept. was won over by our ecological approach.", over Grandview Cut between Broadway and 10th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/224.jpg
Mainly for the Birds," ""Simon Fraser Elementary School""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=379&Neighbourhood=&Ownership=&Program=, -123.108576,49.257301,['Pat Beaton'],"This project involved many ""bird-friendly"" education activities and resulted in a mural of painted wood panels with images of wild birds that inhabit the city in this area.","The Mainly for the Birds project celebrates the presence of the birds in the neighbourhood. Part of the project included studying the local birds, doing bird counts, and creating plantings and bird houses to increase the bird supportive habitat along the busy corridor from Broadway to 37th Avenue, including Main Street and four blocks on either side. About 20 trees and two planters were added  to the school ground, with more planned, in an effort to create a ""bird-friendly corridor.""", 100 West 15th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/379.jpg
Knife Edge Two Piece," ""Queen Elizabeth Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=106&Neighbourhood=&Ownership=&Program=, -123.11338,49.241656,['Henry Moore'],The two large abstract forms are cast in bronze.,,33rd & Cambie Street,https://app.vancouver.ca/publicart_net/Img/jpg/106.jpg
Boulevard," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=509&Neighbourhood=&Ownership=&Program=, -123.121383,49.275046,"['Adrian Göllner', '', '', '', 'Pierre Poussin']","Canadian artists Adrian Göllner and Pierre Poussin created three artistic lighting schemes for the Cambie Street corridor and Yaletown. Both are recognized for site-specific works that incorporate a variety of mediums and contrasting materials to animate environments. For this Vancouver installation – and their first collaboration - the duo developed decorative, playful street lighting elements to provide a sense of place for visitors.

Fireworks Boulevard is a series of LED fireworks between King Edward and 12th on Cambie Street. Rain Barrels , in Yaletown, on Mainland Street, are a series of cool blue animated LED barrels in which the lights sequence similar to a Vancouver rainfall. Flames, is a set of candle-like LED lights.","Beneath a long, dark Canadian winter, Vancouver will be a hive of activity during the 2010 Olympic Games. As a way of brightening the nights, adding to the sense of excitement and making the City visually remarkable, we developed three artistic lighting schemes for the City’s downtown core and Cambie Street.

Fireworks Boulevard, a series of sequenced LED fireworks, chases down Cambie Street, transforming it into a grand entrance boulevard to the City. Vivid and unequivocally joyful, one can imagine watching the street lighting against a sky filled with actual fireworks.

[Downtown] will be marked with a path of blue LED lights, which will feature animated rain sequences. In Yaletown, these cool-toned LED rain barrels will be complemented by a series of warm coloured flickering LED flames. The flames atop the lampposts will bring a touch of the Olympic Torch from BC Place Stadium, where it will be housed, outside to the city streets. Flickering candle-like flames will also provide a sense of warmth for the cold winter evenings and recall a time when gaslight was used to illuminate the streets of Yaletown.","Cambie, Hamilton and Mainland Streets",https://app.vancouver.ca/publicart_net/Img/jpg/509.jpg
WECCstoration Project," ""West End Community Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=442&Neighbourhood=&Ownership=&Program=, -123.136649,49.290483,['Tiko Kerr'],Three colourful murals are painted on the concrete sides of the building. The project included new lighting and awnings.,The community-based project was meant to enliven and revitalize the front entranceway of the community centre., 870 Denman Street,https://app.vancouver.ca/publicart_net/Img/jpg/442.jpg
Trout Lake Pathways Project," ""John Hendry Park - Trout Lake""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=211&Neighbourhood=&Ownership=&Program=, -123.064024,49.256824,"['Glen Andersen', '', '', '', 'Corinna Dahlin', '', '', '', 'Patrick Foley']","2' circular pebble mosaics set into the grassy areas around the perimeter of Trout Lake, primarily on the lower trails. Each mosaic depicts life such as fish, salamanders, spiders and snakes. (Maps available at Trout Lake Community Centre).","The Trout Lake Pathways Project is one of several artworks that were created within a larger project titled: ""Mapping the Future of Trout Lake"". Initiated by the Trout Lake Restoration Project, the project has involved the creation of a number of artworks including the Trout Lake Pathways Project and Circle of Stone. The artworks, like the larger project, are intended to draw attention to the habitat, plantlife, streambeds, and other important aspects of Trout Lake and John Hendry Park. 
Each artwork was conceptualized and created through a collaborative process with intensive involvement of the community surrounding the Trout Lake area. Through tours, workshops, Open House events and community meetings, members of the community became involved in the conceptualization and actual creation of the artworks. 
For the Pathways Project, workshops were held over a four week period in which students and members of the community created images with naturally coloured stones. The images were then grouted and set permanently into the ground around the lake.  Van Tech students participated.
Anne Marie Slater was the coordinator and Paula Jardine was the coordinating artist for the entire Mapping the Future of Trout Lake project.", 16th & Victoria Street,https://app.vancouver.ca/publicart_net/Img/jpg/211.jpg
Friuli Mosaic," ""Italian Cultural Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=651&Neighbourhood=&Ownership=&Program=, -123.050391949246,49.25693785,['Scuola Mosaicisti del Friuli'],This mosaic was originally installed in the East Wing Annex of Vancouver City Hall (4626 West 9th Avenue). It was relocated to the Italian Cultural Centre in 2015.,,3075 Slocan St,https://app.vancouver.ca/publicart_net/Img/jpg/651.jpg
Nike," ""Median on east side of Cordova at Thurlow""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=617&Neighbourhood=&Ownership=&Program=, -123.118824,49.288293,['Pavlos Angelos Kougioumtzis'],,,W. Cordova and Thurlow Street,https://app.vancouver.ca/publicart_net/Img/jpg/617.jpg
Fulcrum of Vision," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=404&Neighbourhood=&Ownership=&Program=, -123.113126,49.27739,['Mowry Baden'],"In this small ""pocket plaza"" dwarfed by the surrounding buildings, Baden has created three sculptures for plaza visitors to sit on, touch, and explore. One is a large patched aluminum cloud-like form, another resembles a vertical lily pad. Seated at each sculpture, the viewer's field of vision is confounded by the artwork which blocks or frames the views, echoing  the effect of the surrounding built environment.  One slot frames the lions at the top of the Terry Fox Memorial.","Baden makes "" sculptures that engage the physical capabilities and habits of the viewer."" This series of sculptures capitalizes ""on the viewer's physical inertia and exertion.""",858 Beatty Street,https://app.vancouver.ca/publicart_net/Img/jpg/404.jpg
George VI," ""Woodward Bio-Medical Library""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=130&Neighbourhood=&Ownership=&Program=, -123.247892,49.264482,['Charles Wheeler'],,The statue is a replica of one at Buckingham Palace in London.,,https://app.vancouver.ca/publicart_net/Img/jpg/130.jpg
Spirits in a Landscape," ""BC Gas Building""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=323&Neighbourhood=&Ownership=&Program=, -123.123505,49.286143,['Abraham Anghik Ruben'],"Commissioned by BC Gas, this bronze sculpture on the corner represents the natural world ""as a reflection of our own human pursuits and activities.""",, 1111 West Georgia Street,https://app.vancouver.ca/publicart_net/Img/jpg/323.jpg
GRANtable," ""Mae and Lorne Brown Park (or SEGS Park)""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=281&Neighbourhood=&Ownership=&Program=, -123.132059,49.275212,"['Bill Pechet', '', '', '', 'Stephanie Robb']","A giant, 66' long concrete table with two chairs at the ends and two side benches, the piece sits on the grass at the bottom of a stairway. It is surrounded by a formal plantings. Table top is textured with playing board squares.","""Taking its cue from the grand rooms of neoclassical architecture, GRANtable completes the axis of the existing grand stair by terminating the procession in a grand outdoor dining room.  The project can be viewed as urban infrastructure when occupied, or as a sculpture when empty."" - project statement by the artists",Beach Avenue between Hornby & Howe Street,https://app.vancouver.ca/publicart_net/Img/jpg/281.jpg
"Themis, Goddess of Justice"," ""Law Courts""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=137&Neighbourhood=&Ownership=&Program=, -123.124017,49.280592,['Jack Harman'],"The Goddess of Justice represents justice in the mythical character of Diana, a woman of noble baring in a flowing gown  holding up the scales of justice. Though Diana traditionally held a sword in her other hand, the artist, who was against capital punishment, replaced the sword with a scroll.  The sculpture is cast in bronze using the lost-wax method.",," 800 Smithe Street, 4th floor",https://app.vancouver.ca/publicart_net/Img/jpg/137.jpg
Working Landscape," ""walkway""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=210&Neighbourhood=&Ownership=&Program=, -123.115356,49.286884,['Daniel Laskarin'],"Four circular platforms are set in the park throughway beside the Vancouver Club. Each platform has a park bench and a living indigenous tree in a round steel planter on it. The platforms are made of wood and rotate at subtle speeds based on the work week: 1 hour,  8 hours and 40 hours. The fourth platform represents the 20-minute coffee break.","""The project....addresses the social dynamics of the plaza as a well-used site of rest, reflection, and passage …[The piece intends] to create a public space that is not fixed and static, but that changes through time. The 3 platforms rotate at various speeds recalling the traditional presence of clocks on public squares."" ""The platform surfaces are of heavy wooden planking; the planters of steel - materials reminiscent of the industrial buildings once such an important part of this area ...  By contrast, the trees...include species indigenous to BC, Europe, and Asia, reflecting the diverse backgrounds that constitute our social present."" -Artist's statement", 901 West Hastings Street,https://app.vancouver.ca/publicart_net/Img/jpg/210.jpg
The Fathomless Richness of the Seabed," ""Guiness Tower""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=55&Neighbourhood=&Ownership=&Program=, -123.118204,49.287592,['Jordi Bonet'],The ceramic wall relief in blues and golds is meant to be an abstract reflection of the bottom of the sea.,"The artist was asked to create a mural that would echo the relationship between the building and its environment. The mural is "" an abstract work of art and as such bears no representative relation to the world as seen through the eyes. Yet, when looked at through the mind's eye the textures, reliefs, colours suddenly acquire a pattern, a purpose, a life of their own. Bonet turned to the bottom of the sea for his inspiration.""", 1055 West  Hastings Street,https://app.vancouver.ca/publicart_net/Img/jpg/055.jpg
To Connect (Metro Vancouver Pump Station)," ""Metro Vancouver Pump Station""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=581&Neighbourhood=&Ownership=&Program=, -123.101892998304,49.28392938,['Sheila Hall'],,"""To Connect"" can be understood as an associative process connecting concepts in an open and flexible way. The idea of, ""Cognitive Mapping"", defines art making as an engagement with environments in an ongoing process. ""To Connect"" is intended to evoke a multitude of ideas and associations connecting place and community through time, metaphor and story. The project re-examines contexts, makes connections and questions assumptions about our communities.","111 Alexander Street, Vancouver, BC",https://app.vancouver.ca/publicart_net/Img/jpg/581.jpg
Province Newspaper Memorial," ""Victory Square""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=63&Neighbourhood=&Ownership=&Program=, -123.109894,49.28209,['Gerhard Class'],,, Hastings & Cambie Street,https://app.vancouver.ca/publicart_net/Img/jpg/063.jpg
Constellation Lanterns," ""Slocan Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=433&Neighbourhood=&Ownership=&Program=, -123.046635,49.244207,['January Wolodarsky'],"Four large steel ""story lanterns"" fixed to the lampposts the walkway for a safer and more attractive route. The Community Constellation Lanterns recreate an ordinary functional street lamp into an object of special pride for the neighbourhood. The Constellations are large angular tapered steel covers fixed to the light standard poles, fitted with interior lights, and painted dark bronze on the outside with a bright warm vermillion color on the inside. The aspirations of the community are warmly radiated onto the pathway through stencil patterns designed by people of the neighbourhood, laser cut into the steel, and revealing the light-colored interior. These stories in light exude a warm cosy glow, enveloping  and welcoming people crossing the park on their way to and from 29th Avenue Skytrain Station. At night, from a distance, the poles twinkle like the stars of the galaxy. Each pole reflects the elemental, seasonal and environmental themes of the mosaiced oval Islands below.","The Community Constellation Lanterns were created as a part of the Slocan Park Revitalization Project for the Renfrew Collingwood Arts Pow Wow’s “Creating Home” and “Community Development Through Cultural Expression” Projects. The park landscape plan was part of a community development project in which hundreds of community members were involved in redesigning Slocan Park over a period of three years. The first installation of the community’s vision was the Duchess Walkway and involved community members and park goers in all stages of the design and implementation. The Duchess Walkway includes a series of pebble mosaics (created by community members with local artist, Jennifer Norquist) and the Guardian Spirit (a totem pole carved with local carver, Jerry Sheena and youth from the neighbourhood who learned to carve from this experience). The Constellation Lanterns were the final stage of the Duchess Walkway and are made with cut out designs by local community members and artists.",Slocan Park and 29th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/433.jpg
Untitled," ""Vancouver Vocational Institute""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=74&Neighbourhood=&Ownership=&Program=, -123.110708,49.281711,['Bruno Bobak'],"A concrete mural inset into the building above the main doors, the piece is made up of tiles with silhouettes of sea creatures and plant life.","""These natural forms are all part of the West Coast artist's source of material and also part of the layman's environment. The design is in two recessed levels, each three quarters of an inch deep. I drew each level on paper which was pasted on three-quarter inch plywood and cut out with a band saw. They were then assembled into forms. The forms were greased well and concrete was poured into them; the forms were then removed and each concrete piece put into place with iron and mortar.""", 250 West Pender Street,
Untitled (Postal Station D)," ""Postal Station D""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=154&Neighbourhood=&Ownership=&Program=, -123.143186,49.264775,['George A. Norris'],"The artist created a concrete frieze of an abstract design, 95' long x 5' high.",,2300 Pine Street,https://app.vancouver.ca/publicart_net/Img/jpg/154.jpg
Kapok Flower Sculpture," ""Vancouver City Hall""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=690&Neighbourhood=&Ownership=&Program=, -123.113935739267,49.26131589,['Li Ming'],"The Kapok flower is the official city flower of Guangzhou, China. The City of Vancouver was presented with a sculpture of this blooming flower in commemoration of the 30th anniversary as being a sister city with Guangzhou. It also symbolizes the strong friendship between the two sister cities. Kapok is a kind of tropical tree found across Guangzhou and known to Chinese people as “Cotton Tree” (Mumian). People in Guangzhou have long grown Kapok trees, using its cotton to make clothes and its flowers as medicine. Cantonese people consider the Kapok tree to have a strong spirit which pushes it to grow high into the sunlight.",,453 West 12th Avenue,
Open Handed," ""Vancouver Public Library  Main Branch""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=634&Neighbourhood=&Ownership=&Program=, -123.114941,49.279754,['Brian Liu'],"Six 12 x 24 inch paintings were created using acrylic on stretched canvas. These six paintings were then documented via photography and printed to scale of the original paintings to the final size of 6.5 meters x 3.25 meters each. The six paintings are meant to be hung side by side as a complete series, each panel hanging vertically.","How would a nation of people with unique paths and histories approach truth and reconciliation? In this series, I hope to invite the country to be in a posture of openness. When our hands are open, we are ready to learn, grow, give, receive, and share. It is only in this place of openness that we can properly approach healing and building of our future. In many cultures, open hands are a symbol of hospitality, love and the human spirit.","350 West Georgia Street, Vancouver, BC",https://app.vancouver.ca/publicart_net/Img/jpg/634.jpg
Welcome Figure," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=668&Neighbourhood=&Ownership=&Program=, -123.13875,49.274429,['Darren Yelton'],The standing Welcome Figure was erected by the Squamish Nation. The land was once the site of a traditional Squamish village called Sun'ahk.,,,
Royal Sweet Diamond," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=380&Neighbourhood=&Ownership=&Program=, -123.115823,49.281273,['Joe Fafard'],"The life-size bronze bull called Royal Sweet Diamond stands in front of the BC Turf Building.  Saskatchewan's Joe Fafard,  is a favourite artist of Mr. Gordon Diamond, owner of the building. Fafard's bull replaces a more abstract figure of a horse, by the late jack Harman, sited there for many years.",, 475 West Georgia Street,https://app.vancouver.ca/publicart_net/Img/jpg/380.jpg
Password," ""Governor's Tower  Yaletown Edge""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=208&Neighbourhood=&Ownership=&Program=, -123.125332,49.273266,['Alan Storey'],Four sets of 4 letters rotate to form random words. The letters are installed in the 3 exhaust vents from the underground parkade and turn with the outflow of the exhaust fans.,"This piece is based on, and dependent upon, a part of the mechanical systems within the structure of the building.  The work consists of a series of four four-letter word groups mounted within the 20 X 92"" exhaust airduct vent grills exiting from the underground parking ventilation system... The vents face out onto the pedestrian sidewalk that runs along Pacific Boulevard... The front faces of the letters are highly polished aluminum and are visible only for the moments that they are exactly perpendicular to one's direction of view.  Rotating slowly in the existing flow of air, each block is independent of the next, causing a randomly changing array of letters, occasional words, and sometimes sentences to be swept into the pedestrian world.  The word groupings are derived from four subject areas:  active : work, rest, play; architectural: post, beam, wall; social space: city, park, yard; and weather: wind, rain, smog. ...""  (from artist proposal)", 1300 block Of Pacific Boulevard,https://app.vancouver.ca/publicart_net/Img/jpg/208.jpg
TAG," """"The Mark"" on Seymour at Pacific""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=618&Neighbourhood=&Ownership=&Program=, -123.127562840853,49.27458964,['Sonny Assu'],,,1372 Seymour Street,https://app.vancouver.ca/publicart_net/Img/jpg/618.jpg
George Cunningham Memorial Sundial," ""English Bay""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=3&Neighbourhood=&Ownership=&Program=, -123.141787,49.287577,['Gerhard Class'],"A classic bronze sundial sits on top of a 4'5"" high rectangular granite pedestal engraved with abstract modernist geometric designs.  A second edition of the sundial was commissioned for the VanDusen Gardens around 1972.","Erected under the auspices of the Centennial Committee of Vancouver in cooperation with the Parks Board, the sculpture was presented to the City by Cunningham Drug Stores Ltd. whose first store was opened at Denman and Nelson Streets in 1911.  The inscription reads, "" I mark my hours by shadow, mayest thou mark thine by sunshine."" The sundial commemorates three English ""greenhorns"" - Samual Brighouse, John Morton, and William Hailstone who in 1862 filed the first land claim and planned the first home and industry in the then heavily wooded area now bounded by Burrard Inlet, Stanley Park, English Bay and Burrard Street to which they received title in 1867.",Beach Avenue & Denman Street,https://app.vancouver.ca/publicart_net/Img/jpg/003.jpg
Lookout," ""Marinaside Crescent""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=64&Neighbourhood=&Ownership=&Program=, -123.119147,49.273265,"['Christos Dikeakos', '', '', '', 'Noel Best']","A sculptural installation consisting of two glass-roofed pavilions separated by approximately 120 metres.  The elliptical roof of each pavilion is supported by two walls made of stainless steel with cutout silhouettes of  industrial and natural forms. A second component of Lookout is a perimeter railing with cantilevered glass panels. The panels are inscribed with sandblasted words, written especially for this site in consultation with poet Robin Blaser. Midway between the two pavilions, the cut-out images are cast into the concrete walkway. As well, the artists have placed 13 simple bronze chairs throughout the site. The art work has an accompanying website at: http://www.lookoutsculpture.com/","""…As a public quay and access way, Marinaside Crescent is the site of a deep native and non-native knowledge, memories and history. We wanted our work to act as a 'marker' that would reflect the events and cultures of this neighbourhood and, as well, be 'of our time' and of the future. …

Lookout is meant to be many things:
- a shelter from rain
- a viewing portal, an archway
- a framing device
- a 'light projector' that recalls the activities that have occurred here since human occupation
- a celebration of a place.""",,https://app.vancouver.ca/publicart_net/Img/jpg/064.jpg
Gate to the Northwest Passage," ""Vanier Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=110&Neighbourhood=&Ownership=&Program=, -123.144964,49.278127,['Alan Chung Hung'],"The large steel sculpture is set on a 26' x 28' plaza of paving stones. The sculpture consists of a 15' square of corten steel. Each side of the square is 15' long by 3'  high by 3' wide. The bottom side appears to be cut apart in the middle and the two parts wrenched apart to form a gate or arch.  The corten steel is designed so that the surface rust forms a protective coating.  There was some adverse reaction from Kits Point residents when the work was installed. Michael Duncan, Chief Curator of the Maritime Museum at the time, called it ""a bloody monstrosity."" An article in the Globe and Mail teased that it could be ""the world's largest paper clip."" The article (Mar3, 1981) also quoted from a city planning study which read: ""Vancouver's peerless natural setting is a permanent gift from nature. So massive and close are the North Shore mountains that no amount of human folly can ever obliterate them.""  But the controversy soon abated and the piece has weathered time and opinion. It was vandalized on July 4th, 1988, when a field of white dots were painted on its surfaces -probably as an art ""intervention"". The dots were soon removed. Since then, the ""Gate to the Northwest Passage"" has become a familiar landmark, an important place marker which stands guard at the entrance to False Creek. The area around the site is a favorite for kite flyers.","The parameters for the juried competition operated by Parks Canada were to create ""a monument in Vanier Park to commemorate Captain George Vancouver,"" the first European to sail into Burrard Inlet, in 1792. The competition guidelines (1979) specified a sculpture made of permanent materials, ""not wood,"" and that it should not be in the likeness of a man. The form of the work takes off from two 18th century navigational instruments: the plane table and David's quadrant.  Chung Hung said that, ""The objective of the sculpture is to create a symbolic image with definite visual expression, awakening an awareness in Captain George Vancouver's contribution to the world, his remarkable and meticulous surveys which included the north Pacific coast."" The piece frames English Bay from the north view and the Centennial Museum from the south view. The opportunity for a sculpture was offered to the city by Hugh Faulkner, Minister of Indian and Northern Affairs at the time. The project was recommended by the Historic Sites and Monuments Board of Canada.  A five-member jury headed by former parks superintendent Stuart Lefeaux selected Chung Hung's proposal from a local competition and the Parks Board approved the choice. Gordon Smith, a member of the selection panel, said that ""If people think Hung's sculpture is a poor catch, they should have seen the ones that got away.""  It was originally to be sited at Ferguson Point in Stanley Park.", 1100 Chestnut Street,https://app.vancouver.ca/publicart_net/Img/jpg/110.jpg
Girl in a Wetsuit," ""Great Granite Boulder""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=97&Neighbourhood=&Ownership=&Program=, -123.121984,49.300579,['Elek Imredy'],"A life size bronze statue of a woman in a wetsuit, with flippers on her feet and her mask pushed up on her forehead, sits on a large intertidal boulder just offshore of Stanley Park.   In September of 1968, Douglas Brown, a Vancouver lawyer, talked to sculptor Elek Imredy about his desire to commission a sculpture inspired by the famous Copenhagen mermaid, which could be sited on the great granite boulder just off the northern shore of Stanley Park. Imredy proposed a life-size bronze sculpture of a scuba diver. On Brown's initiative, the Vancouver Harbour Improvement Society was formed with the intention of financing and facilitating a unique landmark for both Vancouverites and visitors to the city. They raised the money to produce the sculpture privately and Imredy was commissioned to craft the proposed work. The Vancouver Park Board gave permission to the society to place the sculpture on the rock. Because the boulder was often covered at high tide, a precast concrete ring was created and the rock was lifted by a floating crane and set on the ring about 100 feet from its original location.  Imredy first took a mold of the top surface of the rock. In his studio, he made a replica of the rock and modeled the figure in clay. Imredy asked his young friend Debra Harrington to model, however the sculpture is not recognizably her image. ""When I couldn't get the model to hold her hand the way I wanted it... I held my left hand in front of a mirror, showing its opposite, and I modeled   right one. Of course, I made it a bit nicer, with longer fingers."" A plaster of paris mold was made from the clay figure and the sculpture was cast in fibreglass. This fibreglass figure was flown to Rome where it was cast in bronze at Giovanni and Angelo Nicci's foundry. On June 9th, 1972, the sculpture was set in place by an electric crane reaching out from shore to the rock 8o feet away and fastened to the stone with stainless steel bolts. The next day the sculpture was ceremoniously unveiled. ""Girl in Wetsuit"" has become a landmark for visitors to Stanley Park and to boats that enter the harbour.","""I didn't believe we should have a copy of the mermaid (in Copenhagen harbour). She is rightfully a symbol of Copenhagen... I proposed to have a life-size scuba diver seated there. At that time scuba diving was getting quite popular here in Vancouver and, just as important, I didn't know of any similar sculpture anywhere in the world. It was a new idea…  There was tremendous opposition and great controversy. I still don't know why..""  (quoted in The Sculpture of Elek Imredy by Terry Nobel (publisher, Vancouver, 1993)  ""The sculpture (is) a symbolic figure of the future exploration of the continental shelf."" (information provided by the artist)  ""She represents Vancouver's dependence on the sea and the necessity to use the sea for the benefit of all."" - Peggy Imredy", Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/097.jpg
Continuity," ""Brock House""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=75&Neighbourhood=&Ownership=&Program=, -123.190702,49.271195,['Letha Keate'],,, 3975 Point Grey Rd.,https://app.vancouver.ca/publicart_net/Img/jpg/075.jpg
Spindle Whorls," ""Vancouver Olympic Centre/Vancouver Paralympic Cent""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=524&Neighbourhood=&Ownership=&Program=, -123.106548,49.244221,['Aaron Nelson-Moody'],Five spindle whorls cast in white concrete on stainless steel mounts. Spindle whorls are well known to Coast Salish carvers who made these disc shaped weights and long spindles for the spinning of wool.,,Hillcrest Park,https://app.vancouver.ca/publicart_net/Img/jpg/524.jpg
